ds,yhat,yhat_lower,yhat_upper,model
1970-02-06 00:00:00.000001959,93650.99999999983,78341.85367951143,108960.14632048822,arima
1970-02-07 00:00:00.000001959,94345.33333333315,78825.01639847987,109865.65026818644,arima
1970-02-08 00:00:00.000001959,95039.66666666648,79311.01400807987,110768.31932525309,arima
1970-02-09 00:00:00.000001959,95733.99999999981,79799.73531189344,111668.26468810618,arima
1970-02-10 00:00:00.000001959,96428.33333333314,80291.07619815668,112565.5904685096,arima
1970-02-11 00:00:00.000001959,97122.66666666647,80784.93902347895,113460.39430985399,arima
1970-02-12 00:00:00.000001959,97816.9999999998,81281.23206382146,114352.76793617813,arima
1970-02-13 00:00:00.000001959,98511.33333333312,81779.86902397532,115242.79764269093,arima
1970-02-14 00:00:00.000001959,99205.66666666645,82280.76859809647,116130.56473523643,arima
1970-02-15 00:00:00.000001959,99899.99999999978,82783.85407494837,117016.1459250512,arima
1970-02-16 00:00:00.000001959,100594.33333333311,83289.0529824164,117899.61368424982,arima
1970-02-17 00:00:00.000001959,101288.66666666644,83796.29676662161,118781.03656671126,arima
1970-02-18 00:00:00.000001959,101982.99999999977,84305.52050160509,119660.47949839444,arima
1970-02-19 00:00:00.000001959,102677.3333333331,84816.66262609663,120538.00404056956,arima
1970-02-20 00:00:00.000001959,103371.66666666642,85329.66470434237,121413.66862899048,arima
1970-02-21 00:00:00.000001959,104065.99999999975,85844.47120835676,122287.52879164275,arima
1970-02-22 00:00:00.000001959,104760.33333333308,86361.02931929915,123159.63734736701,arima
1970-02-23 00:00:00.000001959,105454.66666666641,86879.28874596141,124030.0445873714,arima
1970-02-24 00:00:00.000001959,106148.99999999974,87399.20155859817,124898.7984414013,arima
1970-02-25 00:00:00.000001959,106843.33333333307,87920.72203654438,125765.94463012175,arima
1970-02-26 00:00:00.000001959,107537.6666666664,88443.80652824689,126631.5268050859,arima
1970-02-27 00:00:00.000001959,108231.99999999972,88968.4133224961,127495.58667750335,arima
1970-02-28 00:00:00.000001959,108926.33333333305,89494.50252978122,128358.16413688488,arima
1970-03-01 00:00:00.000001959,109620.66666666638,90022.03597281342,129219.29736051934,arima
1970-03-02 00:00:00.000001959,110314.99999999971,90550.97708536501,130079.0229146344,arima
1970-03-03 00:00:00.000001959,111009.33333333304,91081.29081866604,130937.37584800004,arima
1970-03-04 00:00:00.000001959,111703.66666666637,91612.94355467893,131794.3897786538,arima
1970-03-05 00:00:00.000001959,112397.9999999997,92145.90302564378,132650.0969743556,arima
1970-03-06 00:00:00.000001959,113092.33333333302,92680.1382393485,133504.52842731753,arima
1970-03-07 00:00:00.000001959,113786.66666666635,93215.61940963406,134357.71392369864,arima
1970-03-08 00:00:00.000001959,114480.99999999968,93752.31789169318,135209.68210830618,arima
1970-03-09 00:00:00.000001959,115175.33333333301,94290.20612176458,136060.46054490143,arima
1970-03-10 00:00:00.000001959,115869.66666666634,94829.25756086313,136910.07577246954,arima
1970-03-11 00:00:00.000001959,116563.99999999967,95369.44664222078,137758.55335777855,arima
1970-03-12 00:00:00.000001959,117258.333333333,95910.74872214322,138605.91794452278,arima
1970-03-13 00:00:00.000001959,117952.66666666632,96453.14003401516,139452.1932993175,arima
1970-03-14 00:00:00.000001959,118646.99999999965,96996.5976452108,140297.4023547885,arima
1970-03-15 00:00:00.000001959,119341.33333333298,97541.09941668849,141141.56724997747,arima
1970-03-16 00:00:00.000001959,120035.66666666631,98086.62396506798,141984.70936826465,arima
1970-03-17 00:00:00.000001959,120729.99999999964,98633.15062700628,142826.849372993,arima
1970-03-18 00:00:00.000001959,121424.33333333296,99180.65942570414,143668.00724096177,arima
1970-03-19 00:00:00.000001959,122118.6666666663,99729.1310393895,144508.2022939431,arima
1970-03-20 00:00:00.000001959,122812.99999999962,100278.5467716369,145347.45322836234,arima
1970-03-21 00:00:00.000001959,123507.33333333295,100828.88852339421,146185.7781432717,arima
1970-03-22 00:00:00.000001959,124201.66666666628,101380.13876659772,147023.19456673483,arima
1970-03-23 00:00:00.000001959,124895.9999999996,101932.28051926702,147859.7194807322,arima
1970-03-24 00:00:00.000001959,125590.33333333294,102485.29732197932,148695.36934468657,arima
1970-03-25 00:00:00.000001959,126284.66666666626,103039.17321563113,149530.1601177014,arima
1970-03-26 00:00:00.000001959,126978.99999999959,103593.89272040201,150364.10727959717,arima
1970-03-27 00:00:00.000001959,127673.33333333292,104149.44081584216,151197.22585082368,arima
1970-03-28 00:00:00.000001959,128367.66666666625,104705.80292201106,152029.53041132144,arima
1970-03-29 00:00:00.000001959,129061.99999999958,105262.96488160039,152861.03511839875,arima
1970-03-30 00:00:00.000001959,129756.3333333329,105820.91294297903,153691.75372368676,arima
1970-03-31 00:00:00.000001959,130450.66666666623,106379.6337441027,154521.69958922977,arima
1970-04-01 00:00:00.000001959,131144.99999999956,106939.11429723488,155350.88570276424,arima
1970-04-02 00:00:00.000001959,131839.3333333329,107499.3419744298,156179.324692236,arima
1970-04-03 00:00:00.000001959,132533.66666666625,108060.30449373121,157007.0288396013,arima
1970-04-04 00:00:00.000001959,133227.9999999996,108621.98990604453,157834.01009395465,arima
1970-04-05 00:00:00.000001959,133922.33333333294,109184.38658264265,158660.28008402322,arima
1970-04-06 00:00:00.000001959,134616.66666666628,109747.48320326809,159485.85013006447,arima
1970-04-07 00:00:00.000001959,135310.99999999962,110311.26874479753,160310.7312552017,arima
1970-04-08 00:00:00.000001959,136005.33333333296,110875.73247043627,161134.93419622965,arima
1970-04-09 00:00:00.000001959,136699.6666666663,111440.86391941266,161958.46941391996,arima
1970-04-10 00:00:00.000001959,137393.99999999965,112006.6528971447,162781.3471028546,arima
1970-04-11 00:00:00.000001959,138088.333333333,112573.08946585236,163603.57720081363,arima
1970-04-12 00:00:00.000001959,138782.66666666634,113140.16393559154,164425.16939774112,arima
1970-04-13 00:00:00.000001959,139476.99999999968,113707.86685568634,165246.133144313,arima
1970-04-14 00:00:00.000001959,140171.33333333302,114276.18900653851,166066.47766012754,arima
1970-04-15 00:00:00.000001959,140865.66666666637,114845.12139179389,166886.21194153884,arima
1970-04-16 00:00:00.000001959,141559.9999999997,115414.65523084704,167705.34476915238,arima
1970-04-17 00:00:00.000001959,142254.33333333305,115984.78195166631,168523.8847149998,arima
1970-04-18 00:00:00.000001959,142948.6666666664,116555.49318392282,169341.84014940995,arima
1970-04-19 00:00:00.000001959,143642.99999999974,117126.78075240774,170159.21924759174,arima
1970-04-20 00:00:00.000001959,144337.33333333308,117698.63667072328,170976.0299959429,arima
1970-04-21 00:00:00.000001959,145031.66666666642,118271.05313523355,171792.2801980993,arima
1970-04-22 00:00:00.000001959,145725.99999999977,118844.02251926226,172607.9774807373,arima
1970-04-23 00:00:00.000001959,146420.3333333331,119417.53736752526,173423.12929914097,arima
1970-04-24 00:00:00.000001959,147114.66666666645,119991.5903907862,174237.74294254673,arima
1970-04-25 00:00:00.000001959,147808.9999999998,120566.17446072453,175051.82553927507,arima
1970-04-26 00:00:00.000001959,148503.33333333314,121141.2826050058,175865.38406166047,arima
1970-04-27 00:00:00.000001959,149197.66666666648,121716.90800254425,176678.4253307887,arima
1970-04-28 00:00:00.000001959,149891.99999999983,122293.04397894898,177490.9560210507,arima
1970-04-29 00:00:00.000001959,150586.33333333317,122869.68400214473,178302.9826645216,arima
1970-04-30 00:00:00.000001959,151280.6666666665,123446.82167815947,179114.51165517356,arima
1970-05-01 00:00:00.000001959,151974.99999999985,124024.45074707086,179925.54925292885,arima
1970-05-02 00:00:00.000001959,152669.3333333332,124602.56507910452,180736.1015875619,arima
1970-05-03 00:00:00.000001959,153363.66666666654,125181.15867087686,181546.1746624562,arima
1970-05-04 00:00:00.000001959,154057.99999999988,125760.2256417766,182355.77435822316,arima
1970-05-05 00:00:00.000001959,154752.33333333323,126339.76023047806,183164.90643618838,arima
1970-05-06 00:00:00.000001959,155446.66666666657,126919.75679158092,183973.5765417522,arima
1970-05-07 00:00:00.000001959,156140.9999999999,127500.2097923707,184781.79020762912,arima
1970-05-08 00:00:00.000001959,156835.33333333326,128081.11380969465,185589.55285697186,arima
1970-05-09 00:00:00.000001959,157529.6666666666,128662.46352694818,186396.86980638502,arima
1970-05-10 00:00:00.000001959,158223.99999999994,129244.25373116696,187203.74626883294,arima
1970-05-11 00:00:00.000001959,158918.33333333328,129826.4793102204,188010.18735644617,arima
1970-05-12 00:00:00.000001959,159612.66666666663,130409.13525010197,188816.19808323128,arima
1970-05-13 00:00:00.000001959,160306.99999999997,130992.21663231244,189621.7833676875,arima
1970-05-14 00:00:00.000001959,161001.3333333333,131575.71863133227,190426.94803533435,arima
1970-05-15 00:00:00.000001959,161695.66666666666,132159.63651217925,191231.69682115407,arima
1970-05-16 00:00:00.000001959,162390.0,132743.965628048,192036.034371952,arima
1970-05-17 00:00:00.000001959,163084.33333333334,133328.70141802815,192839.96524863853,arima
1970-05-18 00:00:00.000001959,163778.6666666667,133913.8394048977,193643.49392843567,arima
1970-05-19 00:00:00.000001959,164473.00000000003,134499.37519298895,194446.6248070111,arima
1970-05-20 00:00:00.000001959,165167.33333333337,135085.30446612363,195249.3622005431,arima
1970-05-21 00:00:00.000001959,165861.66666666672,135671.62298561502,196051.7103477184,arima
1970-05-22 00:00:00.000001959,166556.00000000006,136258.32658833393,196853.67341166618,arima
1970-05-23 00:00:00.000001959,167250.3333333334,136845.41118483662,197655.2554818302,arima
1970-05-24 00:00:00.000001959,167944.66666666674,137432.87275755155,198456.46057578194,arima
1970-05-25 00:00:00.000001959,168639.0000000001,138020.70735902336,199257.2926409768,arima
1970-05-26 00:00:00.000001959,169333.33333333343,138608.91111021163,200057.75555645523,arima
1970-05-27 00:00:00.000001959,170027.66666666677,139197.48019884227,200857.85313449128,arima
1970-05-28 00:00:00.000001959,170722.00000000012,139786.41087780948,201657.58912219075,arima
1970-05-29 00:00:00.000001959,171416.33333333346,140375.69946362695,202456.96720303997,arima
1970-05-30 00:00:00.000001959,172110.6666666668,140965.34233492578,203255.99099840783,arima
1970-05-31 00:00:00.000001959,172805.00000000015,141555.33593099756,204054.66406900273,arima
1970-06-01 00:00:00.000001959,173499.3333333335,142145.67675038162,204852.98991628535,arima
1970-06-02 00:00:00.000001959,174193.66666666683,142736.36134949367,205650.97198384,arima
1970-06-03 00:00:00.000001959,174888.00000000017,143327.38634129544,206448.6136587049,arima
1970-06-04 00:00:00.000001959,175582.33333333352,143918.74839400314,207245.9182726639,arima
1970-06-05 00:00:00.000001959,176276.66666666686,144510.44422983372,208042.8891035,arima
1970-06-06 00:00:00.000001959,176971.0000000002,145102.47062378752,208839.5293762129,arima
1970-06-07 00:00:00.000001959,177665.33333333355,145694.82440246572,209635.84226420138,arima
1970-06-08 00:00:00.000001959,178359.6666666669,146287.50244292186,210431.83089041192,arima
1970-06-09 00:00:00.000001959,179054.00000000023,146880.5016715461,211227.49832845436,arima
1970-06-10 00:00:00.000001959,179748.33333333358,147473.8190629807,212022.84760368644,arima
1970-06-11 00:00:00.000001959,180442.66666666692,148067.45163906625,212817.8816942676,arima
1970-06-12 00:00:00.000001959,181137.00000000026,148661.39646781705,213612.60353218348,arima
1970-06-13 00:00:00.000001959,181831.3333333336,149255.65066242524,214407.01600424197,arima
1970-06-14 00:00:00.000001959,182525.66666666695,149850.21138029196,215201.12195304193,arima
1970-06-15 00:00:00.000001959,183220.0000000003,150445.07582208555,215994.92417791503,arima
1970-06-16 00:00:00.000001959,183914.33333333363,151040.24123082485,216788.42543584242,arima
1970-06-17 00:00:00.000001959,184608.66666666698,151635.70489098778,217581.62844234618,arima
1970-06-18 00:00:00.000001959,185303.00000000032,152231.4641276437,218374.53587235694,arima
1970-06-19 00:00:00.000001959,185997.33333333366,152827.51630560888,219167.15036105845,arima
1970-06-20 00:00:00.000001959,186691.666666667,153423.85882862468,219959.47450470933,arima
1970-06-21 00:00:00.000001959,187386.00000000035,154020.4891385572,220751.5108614435,arima
1970-06-22 00:00:00.000001959,188080.3333333337,154617.40471461817,221543.26195204922,arima
1970-06-23 00:00:00.000001959,188774.66666666704,155214.603072606,222334.73026072807,arima
1970-06-24 00:00:00.000001959,189469.00000000038,155812.08176416674,223125.91823583402,arima
1970-06-25 00:00:00.000001959,190163.33333333372,156409.83837607395,223916.8282905935,arima
1970-06-26 00:00:00.000001959,190857.66666666706,157007.87052952716,224707.46280380696,arima
1970-06-27 00:00:00.000001959,191552.0000000004,157606.17587946827,225497.82412053255,arima
1970-06-28 00:00:00.000001959,192246.33333333375,158204.75211391516,226287.91455275234,arima
1970-06-29 00:00:00.000001959,192940.6666666671,158803.59695331234,227077.73638002184,arima
1970-06-30 00:00:00.000001959,193635.00000000044,159402.7081498977,227867.29185010318,arima
1970-07-01 00:00:00.000001959,194329.33333333378,160002.08348708507,228656.5831795825,arima
1970-07-02 00:00:00.000001959,195023.66666666712,160601.72077886248,229445.61255447177,arima
1970-07-03 00:00:00.000001959,195718.00000000047,161201.61786920464,230234.3821307963,arima
1970-07-04 00:00:00.000001959,196412.3333333338,161801.77263150044,231022.89403516718,arima
1970-07-05 00:00:00.000001959,197106.66666666715,162402.18296799413,231811.15036534017,arima
1970-07-06 00:00:00.000001959,197801.0000000005,163002.84680924006,232599.15319076093,arima
1970-07-07 00:00:00.000001959,198495.33333333384,163603.76211357073,233386.90455309695,arima
1970-07-08 00:00:00.000001959,199189.66666666718,164204.9268665776,234174.40646675677,arima
1970-07-09 00:00:00.000001959,199884.00000000052,164806.33908060423,234961.66091939682,arima
1970-07-10 00:00:00.000001959,200578.33333333387,165407.99679425152,235748.6698724162,arima
1970-07-11 00:00:00.000001959,201272.6666666672,166009.8980718946,236535.43526143982,arima
1970-07-12 00:00:00.000001959,201967.00000000055,166612.04100321128,237321.95899678982,arima
1970-07-13 00:00:00.000001959,202661.3333333339,167214.42370272122,238108.24296394657,arima
1970-07-14 00:00:00.000001959,203355.66666666724,167817.04430933617,238894.2890239983,arima
1970-07-15 00:00:00.000001959,204050.00000000058,168419.90098592034,239680.09901408083,arima
1970-07-16 00:00:00.000001959,204744.33333333393,169022.9919188611,240465.67474780674,arima
1970-07-17 00:00:00.000001959,205438.66666666727,169626.3153176494,241251.01801568514,arima
1970-07-18 00:00:00.000001959,206133.0000000006,170229.8694144699,242036.13058553133,arima
1970-07-19 00:00:00.000001959,206827.33333333395,170833.65246380016,242821.01420286775,arima
1970-07-20 00:00:00.000001959,207521.6666666673,171437.6627420193,243605.67059131528,arima
1970-07-21 00:00:00.000001959,208216.00000000064,172041.8985470249,244390.10145297638,arima
1970-07-22 00:00:00.000001959,208910.33333333398,172646.35819785894,245174.30846880903,arima
1970-07-23 00:00:00.000001959,209604.66666666733,173251.04003434186,245958.2932989928,arima
1970-07-24 00:00:00.000001959,210299.00000000067,173855.94241671477,246742.05758328657,arima
1970-07-25 00:00:00.000001959,210993.333333334,174461.06372528936,247525.60294137866,arima
1970-07-26 00:00:00.000001959,211687.66666666736,175066.4023601059,248308.93097322882,arima
1970-07-27 00:00:00.000001959,212382.0000000007,175671.9567405982,249092.0432594032,arima
1970-07-28 00:00:00.000001959,213076.33333333404,176277.72530526627,249874.9413614018,arima
1970-07-29 00:00:00.000001959,213770.66666666738,176883.70651135582,250657.62682197895,arima
1970-07-30 00:00:00.000001959,214465.00000000073,177489.89883454464,251440.1011654568,arima
1970-07-31 00:00:00.000001959,215159.33333333407,178096.30076863582,252222.36589803232,arima
1970-08-01 00:00:00.000001959,215853.6666666674,178702.9108252575,253004.42250807732,arima
1970-08-02 00:00:00.000001959,216548.00000000076,179309.72753356883,253786.27246643268,arima
1970-08-03 00:00:00.000001959,217242.3333333341,179916.74943997228,254567.91722669592,arima
1970-08-04 00:00:00.000001959,217936.66666666744,180523.97510783194,255349.35822550295,arima
1970-08-05 00:00:00.000001959,218631.0000000008,181131.40311719774,256130.59688280383,arima
1970-08-06 00:00:00.000001959,219325.33333333413,181739.03206453536,256911.6346021329,arima
1970-08-07 00:00:00.000001959,220019.66666666747,182346.86056246184,257692.4727708731,arima
1970-08-08 00:00:00.000001959,220714.00000000081,182954.8872394864,258473.11276051524,arima
1970-08-09 00:00:00.000001959,221408.33333333416,183563.11073975687,259253.55592691145,arima
1970-08-10 00:00:00.000001959,222102.6666666675,184171.52972281116,260033.80361052384,arima
1970-08-11 00:00:00.000001959,222797.00000000084,184780.1428633338,260813.85713666788,arima
1970-08-12 00:00:00.000001959,223491.3333333342,185388.9488509173,261593.71781575106,arima
1970-08-13 00:00:00.000001959,224185.66666666753,185997.94638982863,262373.3869435064,arima
1970-08-14 00:00:00.000001959,224880.00000000087,186607.13419878,263152.86580122175,arima
1970-08-15 00:00:00.000001959,225574.33333333422,187216.51101070447,263932.155655964,arima
1970-08-16 00:00:00.000001959,226268.66666666756,187826.075572536,264711.25776079914,arima
1970-08-17 00:00:00.000001959,226963.0000000009,188435.82664499374,265490.17335500807,arima
1970-08-18 00:00:00.000001959,227657.33333333425,189045.76300237072,266268.9036642978,arima
1970-08-19 00:00:00.000001959,228351.6666666676,189655.8834323265,267047.4499010087,arima
1970-08-20 00:00:00.000001959,229046.00000000093,190266.1867356841,267825.81326431775,arima
1970-08-21 00:00:00.000001959,229740.33333333427,190876.67172623074,268603.9949404378,arima
1970-08-22 00:00:00.000001959,230434.66666666762,191487.33723052242,269381.9961028128,arima
1970-08-23 00:00:00.000001959,231129.00000000096,192098.18208769232,270159.8179123096,arima
1970-08-24 00:00:00.000001959,231823.3333333343,192709.20514926297,270937.46151740564,arima
1970-08-25 00:00:00.000001959,232517.66666666765,193320.40527896184,271714.9280543735,arima
1970-08-26 00:00:00.000001959,233212.000000001,193931.78135254048,272492.2186474615,arima
1970-08-27 00:00:00.000001959,233906.33333333433,194543.3322575973,273269.33440907137,arima
1970-08-28 00:00:00.000001959,234600.66666666768,195155.05689340338,274046.27643993194,arima
1970-08-29 00:00:00.000001959,235295.00000000102,195766.95417073174,274823.0458292703,arima
1970-08-30 00:00:00.000001959,235989.33333333436,196379.02301168977,275599.64365497895,arima
1970-08-31 00:00:00.000001959,236683.6666666677,196991.26234955492,276376.0709837805,arima
1970-09-01 00:00:00.000001959,237378.00000000105,197603.67112861312,277152.328871389,arima
1970-09-02 00:00:00.000001959,238072.3333333344,198216.2483040005,277928.4183626683,arima
1970-09-03 00:00:00.000001959,238766.66666666773,198828.99284154788,278704.3404917876,arima
1970-09-04 00:00:00.000001959,239461.00000000108,199441.90371762816,279480.096282374,arima
1970-09-05 00:00:00.000001959,240155.33333333442,200054.97991900647,280255.6867476624,arima
1970-09-06 00:00:00.000001959,240849.66666666776,200668.22044269304,281031.1128906425,arima
1970-09-07 00:00:00.000001959,241544.0000000011,201281.62429579877,281806.37570420344,arima
1970-09-08 00:00:00.000001959,242238.33333333445,201895.1904953934,282581.4761712755,arima
1970-09-09 00:00:00.000001959,242932.6666666678,202508.91806836627,283356.4152649693,arima
1970-09-10 00:00:00.000001959,243627.00000000114,203122.80605128943,284131.19394871284,arima
1970-09-11 00:00:00.000001959,244321.33333333448,203736.85349028333,284905.8131763856,arima
1970-09-12 00:00:00.000001959,245015.66666666782,204351.0594408849,285680.2738924507,arima
1970-09-13 00:00:00.000001959,245710.00000000116,204965.42296791793,286454.5770320844,arima
1970-09-14 00:00:00.000001959,246404.3333333345,205579.94314536557,287228.72352130344,arima
1970-09-15 00:00:00.000001959,247098.66666666785,206194.61905624543,288002.7142770903,arima
1970-09-16 00:00:00.000001959,247793.0000000012,206809.44979248656,288776.55020751583,arima
1970-09-17 00:00:00.000001959,248487.33333333454,207424.43445480862,289550.2322118604,arima
1970-09-18 00:00:00.000001959,249181.66666666788,208039.57215260342,290323.76118073234,arima
1970-09-19 00:00:00.000001959,249876.00000000122,208654.86200381795,291097.1379961845,arima
1970-09-20 00:00:00.000001959,250570.33333333457,209270.3031348401,291870.36353182903,arima
1970-09-21 00:00:00.000001959,251264.6666666679,209885.89468038583,292643.43865295,arima
1970-09-22 00:00:00.000001959,251959.00000000125,210501.63578338837,293416.3642166141,arima
1970-09-23 00:00:00.000001959,252653.3333333346,211117.52559488962,294189.14107177954,arima
1970-09-24 00:00:00.000001959,253347.66666666794,211733.563273933,294961.7700594029,arima
1970-09-25 00:00:00.000001959,254042.00000000128,212349.7479874582,295734.25201254437,arima
1970-09-26 00:00:00.000001959,254736.33333333462,212966.0789101979,296506.58775647136,arima
1970-09-27 00:00:00.000001959,255430.66666666797,213582.55522457603,297278.7781087599,arima
1970-09-28 00:00:00.000001959,256125.0000000013,214199.1761206079,298050.82387939474,arima
1970-09-29 00:00:00.000001959,256819.33333333465,214815.94079580164,298822.72587086767,arima
1970-09-30 00:00:00.000001959,257513.666666668,215432.84845506173,299594.48487827426,arima
1970-10-01 00:00:00.000001959,258208.00000000134,216049.89831059382,300366.1016894089,arima
1970-10-02 00:00:00.000001959,258902.33333333468,216667.0895818113,301137.5770848581,arima
1970-10-03 00:00:00.000001959,259596.66666666802,217284.42149524318,301908.91183809284,arima
1970-10-04 00:00:00.000001959,260291.00000000137,217901.8932844437,302680.106715559,arima
1970-10-05 00:00:00.000001959,260985.3333333347,218519.50418990335,303451.1624767661,arima
1970-10-06 00:00:00.000001959,261679.66666666805,219137.25345896115,304222.07987437496,arima
1970-10-07 00:00:00.000001959,262374.0000000014,219755.1403457187,304992.8596542841,arima
1970-10-08 00:00:00.000001959,263068.3333333347,220373.1641109553,305763.5025557141,arima
1970-10-09 00:00:00.000001959,263762.666666668,220991.32402204457,306534.0093112915,arima
1970-10-10 00:00:00.000001959,264457.00000000134,221609.61935287245,307304.3806471302,arima
1970-10-11 00:00:00.000001959,265151.33333333465,222228.04938375636,308074.61728291295,arima
1970-10-12 00:00:00.000001959,265845.66666666797,222846.6134013658,308844.7199319702,arima
1970-10-13 00:00:00.000001959,266540.0000000013,223465.31069864397,309614.6893013586,arima
1970-10-14 00:00:00.000001959,267234.3333333346,224084.14057473114,310384.5260919381,arima
1970-10-15 00:00:00.000001959,267928.6666666679,224703.10233488845,311154.2309984474,arima
1970-10-16 00:00:00.000001959,268623.0000000012,225322.19529042364,311923.8047095788,arima
1970-10-17 00:00:00.000001959,269317.33333333454,225941.41875861754,312693.24790805153,arima
1970-10-18 00:00:00.000001959,270011.66666666785,226560.77206265175,313462.56127068395,arima
1970-10-19 00:00:00.000001959,270706.00000000116,227180.2545315375,314231.74546846485,arima
1970-10-20 00:00:00.000001959,271400.3333333345,227799.86550004565,315000.8011666233,arima
1970-10-21 00:00:00.000001959,272094.6666666678,228419.60430863762,315769.72902469797,arima
1970-10-22 00:00:00.000001959,272789.0000000011,229039.47030339757,316538.52969660464,arima
1970-10-23 00:00:00.000001959,273483.3333333344,229659.46283596545,317307.2038307034,arima
1970-10-24 00:00:00.000001959,274177.66666666773,230279.58126347122,318075.75206986425,arima
1970-10-25 00:00:00.000001959,274872.00000000105,230899.82494846982,318844.1750515323,arima
1970-10-26 00:00:00.000001959,275566.33333333436,231520.1932588775,319612.4734077912,arima
1970-10-27 00:00:00.000001959,276260.6666666677,232140.68556790875,320380.6477654266,arima
1970-10-28 00:00:00.000001959,276955.000000001,232761.30125401443,321148.69874598755,arima
1970-10-29 00:00:00.000001959,277649.3333333343,233382.03970082063,321916.626965848,arima
1970-10-30 00:00:00.000001959,278343.6666666676,234002.9002970687,322684.43303626654,arima
1970-10-31 00:00:00.000001959,279038.00000000093,234623.88243655578,323452.11756344605,arima
1970-11-01 00:00:00.000001959,279732.33333333425,235244.98551807675,324219.68114859174,arima
1970-11-02 00:00:00.000001959,280426.66666666756,235866.20894536644,324987.1243879687,arima
1970-11-03 00:00:00.000001959,281121.0000000009,236487.55212704313,325754.4478729586,arima
1970-11-04 00:00:00.000001959,281815.3333333342,237109.0144765528,326521.65219011554,arima
1970-11-05 00:00:00.000001959,282509.6666666675,237730.59541211405,327288.73792122095,arima
1970-11-06 00:00:00.000001959,283204.0000000008,238352.29435666383,328055.7056433378,arima
1970-11-07 00:00:00.000001959,283898.3333333341,238974.11073780427,328822.555928864,arima
1970-11-08 00:00:00.000001959,284592.66666666744,239596.04398774978,329589.2893455851,arima
1970-11-09 00:00:00.000001959,285287.00000000076,240218.09354327543,330355.9064567261,arima
1970-11-10 00:00:00.000001959,285981.33333333407,240840.25884566567,331122.4078210025,arima
1970-11-11 00:00:00.000001959,286675.6666666674,241462.539340664,331888.7939926708,arima
1970-11-12 00:00:00.000001959,287370.0000000007,242084.9344784232,332655.0655215782,arima
1970-11-13 00:00:00.000001959,288064.333333334,242707.44371345668,333421.22295321134,arima
1970-11-14 00:00:00.000001959,288758.6666666673,243330.06650458983,334187.2668287448,arima
